year,state,district,disease_name,temperature,humidity,rainfall,ndvi,water_index,cases
2016,Tamil Nadu,Ariyalur,Leptospirosis,35.9,62.5,117.4,0.5,0.41,29
2016,Tamil Nadu,Chengalpattu,Malaria,27.5,70.0,155.9,0.35,0.62,166
2016,Tamil Nadu,Chennai,Dengue,29.9,62.4,170.9,0.37,0.59,178
2016,Tamil Nadu,Coimbatore,Influenza,32.3,75.6,199.1,0.48,0.78,177
2016,Tamil Nadu,Cuddalore,Chikungunya,28.7,78.4,173.7,0.33,0.59,189
2016,Tamil Nadu,Dharmapuri,Chikungunya,31.7,70.1,100.0,0.44,0.67,130
2016,Tamil Nadu,Dindigul,Influenza,29.9,77.1,97.9,0.59,0.5,102
2016,Tamil Nadu,Erode,Dengue,35.3,84.9,85.5,0.5,0.57,57
2016,Tamil Nadu,Kallakurichi,Chikungunya,32.4,61.6,85.8,0.35,0.46,53
2016,Tamil Nadu,Kancheepuram,Malaria,26.1,64.3,143.3,0.65,0.63,135
2016,Tamil Nadu,Kanyakumari,Typhoid,31.0,84.7,120.9,0.55,0.64,153
2016,Tamil Nadu,Karur,Leptospirosis,31.8,77.1,155.3,0.65,0.51,43
2016,Tamil Nadu,Krishnagiri,Typhoid,27.7,83.2,149.6,0.59,0.76,21
2016,Tamil Nadu,Madurai,Leptospirosis,35.3,79.4,82.3,0.63,0.65,136
2016,Tamil Nadu,Nagapattinam,Typhoid,28.8,74.3,155.3,0.56,0.71,168
2016,Tamil Nadu,Namakkal,Malaria,32.5,66.0,173.1,0.56,0.54,184
2016,Tamil Nadu,Nilgiris,Chikungunya,33.5,60.6,100.4,0.48,0.45,197
2016,Tamil Nadu,Perambalur,Chikungunya,28.9,71.0,160.9,0.55,0.76,195
2016,Tamil Nadu,Pudukkottai,Malaria,30.5,82.5,98.7,0.53,0.69,80
2016,Tamil Nadu,Ramanathapuram,Chikungunya,26.8,76.2,90.3,0.33,0.67,148
2016,Tamil Nadu,Ranipet,Dengue,30.3,70.6,125.6,0.3,0.7,107
2016,Tamil Nadu,Salem,Influenza,33.1,79.5,101.4,0.62,0.49,159
2016,Tamil Nadu,Sivagangai,Influenza,27.5,76.0,135.7,0.3,0.46,52
2016,Tamil Nadu,Tenkasi,Dengue,29.5,75.0,179.5,0.65,0.53,38
2016,Tamil Nadu,Thanjavur,Dengue,35.1,79.0,100.3,0.41,0.52,84
2016,Tamil Nadu,Theni,Dengue,32.4,71.4,156.9,0.52,0.5,43
2016,Tamil Nadu,Thoothukudi,Chikungunya,27.9,72.5,145.1,0.52,0.63,123
2016,Tamil Nadu,Tiruchirappalli,Leptospirosis,32.8,81.6,139.4,0.67,0.57,92
2016,Tamil Nadu,Tirunelveli,Typhoid,35.2,72.6,198.1,0.35,0.5,184
2016,Tamil Nadu,Tirupathur,Typhoid,27.2,65.9,83.6,0.35,0.7,58
2016,Tamil Nadu,Tiruppur,Dengue,35.7,83.6,147.0,0.35,0.47,142
2016,Tamil Nadu,Tiruvallur,Malaria,31.6,82.5,97.9,0.56,0.47,185
2016,Tamil Nadu,Tiruvannamalai,Typhoid,34.4,69.5,112.5,0.56,0.7,104
2016,Tamil Nadu,Tiruvarur,Typhoid,32.8,63.0,129.1,0.6,0.72,35
2016,Tamil Nadu,Vellore,Malaria,27.5,74.6,112.0,0.37,0.69,29
2016,Tamil Nadu,Viluppuram,Malaria,33.6,70.7,166.3,0.63,0.6,52
2016,Tamil Nadu,Virudhunagar,Dengue,33.6,64.2,80.2,0.64,0.45,194
2017,Tamil Nadu,Ariyalur,Leptospirosis,31.2,75.7,184.1,0.37,0.65,91
2017,Tamil Nadu,Chengalpattu,Dengue,29.2,66.3,89.1,0.66,0.51,105
2017,Tamil Nadu,Chennai,Chikungunya,35.4,71.4,136.0,0.63,0.78,76
2017,Tamil Nadu,Coimbatore,Malaria,26.2,65.6,164.6,0.35,0.57,116
2017,Tamil Nadu,Cuddalore,Dengue,26.8,78.8,151.5,0.56,0.69,170
2017,Tamil Nadu,Dharmapuri,Leptospirosis,28.3,70.9,177.8,0.68,0.68,119
2017,Tamil Nadu,Dindigul,Dengue,28.9,65.7,181.5,0.68,0.42,145
2017,Tamil Nadu,Erode,Malaria,31.0,84.1,196.0,0.45,0.69,162
2017,Tamil Nadu,Kallakurichi,Typhoid,31.7,69.0,101.5,0.31,0.71,23
2017,Tamil Nadu,Kancheepuram,Leptospirosis,30.5,61.6,191.8,0.61,0.77,197
2017,Tamil Nadu,Kanyakumari,Typhoid,30.7,60.2,196.1,0.67,0.45,160
2017,Tamil Nadu,Karur,Influenza,34.5,84.5,92.7,0.56,0.62,100
2017,Tamil Nadu,Krishnagiri,Chikungunya,28.6,67.0,150.4,0.49,0.6,110
2017,Tamil Nadu,Madurai,Dengue,34.3,63.3,195.0,0.62,0.72,191
2017,Tamil Nadu,Nagapattinam,Influenza,27.9,78.8,186.7,0.61,0.48,95
2017,Tamil Nadu,Namakkal,Dengue,28.6,70.1,147.6,0.55,0.77,128
2017,Tamil Nadu,Nilgiris,Leptospirosis,34.7,72.3,193.1,0.62,0.78,127
2017,Tamil Nadu,Perambalur,Malaria,26.6,60.7,183.6,0.52,0.55,91
2017,Tamil Nadu,Pudukkottai,Dengue,33.3,72.5,103.3,0.68,0.61,64
2017,Tamil Nadu,Ramanathapuram,Leptospirosis,27.0,84.5,122.8,0.64,0.4,65
2017,Tamil Nadu,Ranipet,Typhoid,33.1,77.5,80.3,0.62,0.49,152
2017,Tamil Nadu,Salem,Malaria,33.1,78.2,85.6,0.7,0.54,150
2017,Tamil Nadu,Sivagangai,Malaria,34.2,67.1,190.6,0.41,0.75,133
2017,Tamil Nadu,Tenkasi,Chikungunya,26.7,82.6,178.7,0.54,0.49,148
2017,Tamil Nadu,Thanjavur,Typhoid,26.4,81.8,186.6,0.42,0.56,87
2017,Tamil Nadu,Theni,Leptospirosis,28.9,60.3,188.6,0.64,0.55,60
2017,Tamil Nadu,Thoothukudi,Typhoid,35.6,64.5,139.0,0.49,0.79,157
2017,Tamil Nadu,Tiruchirappalli,Leptospirosis,26.5,65.5,96.4,0.68,0.51,76
2017,Tamil Nadu,Tirunelveli,Malaria,28.9,83.8,171.8,0.39,0.61,64
2017,Tamil Nadu,Tirupathur,Typhoid,26.8,67.4,172.6,0.43,0.64,177
2017,Tamil Nadu,Tiruppur,Influenza,31.6,83.2,120.8,0.67,0.8,172
2017,Tamil Nadu,Tiruvallur,Malaria,35.7,81.9,171.6,0.6,0.49,49
2017,Tamil Nadu,Tiruvannamalai,Chikungunya,35.1,80.2,108.8,0.35,0.4,60
2017,Tamil Nadu,Tiruvarur,Typhoid,31.1,62.3,134.2,0.58,0.42,177
2017,Tamil Nadu,Vellore,Typhoid,34.6,64.8,196.7,0.57,0.43,40
2017,Tamil Nadu,Viluppuram,Typhoid,33.8,83.0,140.4,0.33,0.74,131
2017,Tamil Nadu,Virudhunagar,Typhoid,34.1,82.7,170.4,0.64,0.71,75
2018,Tamil Nadu,Ariyalur,Dengue,29.2,78.3,162.8,0.32,0.75,131
2018,Tamil Nadu,Chengalpattu,Leptospirosis,27.4,66.8,172.5,0.3,0.8,137
2018,Tamil Nadu,Chennai,Dengue,27.7,73.3,161.6,0.33,0.66,44
2018,Tamil Nadu,Coimbatore,Chikungunya,27.1,64.9,190.1,0.68,0.63,50
2018,Tamil Nadu,Cuddalore,Leptospirosis,26.7,72.6,112.9,0.34,0.41,195
2018,Tamil Nadu,Dharmapuri,Influenza,28.2,73.9,96.7,0.36,0.42,150
2018,Tamil Nadu,Dindigul,Malaria,30.7,77.3,125.5,0.53,0.79,106
2018,Tamil Nadu,Erode,Malaria,27.9,67.3,114.7,0.66,0.63,44
2018,Tamil Nadu,Kallakurichi,Typhoid,29.3,73.5,106.2,0.66,0.49,163
2018,Tamil Nadu,Kancheepuram,Typhoid,31.5,72.4,177.7,0.67,0.42,42
2018,Tamil Nadu,Kanyakumari,Dengue,26.3,68.1,152.1,0.33,0.49,33
2018,Tamil Nadu,Karur,Influenza,33.7,63.1,195.7,0.69,0.46,41
2018,Tamil Nadu,Krishnagiri,Chikungunya,26.4,83.8,159.2,0.38,0.51,145
2018,Tamil Nadu,Madurai,Malaria,34.1,81.2,192.0,0.33,0.63,138
2018,Tamil Nadu,Nagapattinam,Dengue,32.9,83.6,91.3,0.37,0.59,86
2018,Tamil Nadu,Namakkal,Dengue,28.1,81.2,139.6,0.43,0.54,193
2018,Tamil Nadu,Nilgiris,Typhoid,33.0,77.5,104.0,0.56,0.43,129
2018,Tamil Nadu,Perambalur,Dengue,31.4,76.9,125.4,0.37,0.72,42
2018,Tamil Nadu,Pudukkottai,Dengue,29.5,72.4,136.6,0.55,0.57,86
2018,Tamil Nadu,Ramanathapuram,Leptospirosis,27.9,61.6,164.6,0.55,0.57,196
2018,Tamil Nadu,Ranipet,Leptospirosis,26.9,84.3,136.8,0.62,0.55,56
2018,Tamil Nadu,Salem,Typhoid,31.0,76.4,172.9,0.61,0.65,156
2018,Tamil Nadu,Sivagangai,Typhoid,32.7,67.1,96.0,0.62,0.71,141
2018,Tamil Nadu,Tenkasi,Influenza,30.8,78.2,97.7,0.59,0.67,129
2018,Tamil Nadu,Thanjavur,Chikungunya,29.8,68.2,102.7,0.54,0.64,121
2018,Tamil Nadu,Theni,Typhoid,29.8,67.3,173.9,0.42,0.79,52
2018,Tamil Nadu,Thoothukudi,Malaria,34.2,73.6,199.0,0.31,0.59,90
2018,Tamil Nadu,Tiruchirappalli,Malaria,27.7,73.2,120.5,0.5,0.75,112
2018,Tamil Nadu,Tirunelveli,Malaria,28.9,62.0,90.0,0.59,0.42,155
2018,Tamil Nadu,Tirupathur,Malaria,35.3,78.1,84.4,0.53,0.78,88
2018,Tamil Nadu,Tiruppur,Chikungunya,32.6,73.5,164.6,0.53,0.41,160
2018,Tamil Nadu,Tiruvallur,Malaria,31.6,73.1,160.9,0.35,0.7,122
2018,Tamil Nadu,Tiruvannamalai,Typhoid,35.1,81.5,199.1,0.57,0.5,21
2018,Tamil Nadu,Tiruvarur,Chikungunya,30.4,74.8,177.6,0.7,0.53,106
2018,Tamil Nadu,Vellore,Chikungunya,26.0,65.2,170.5,0.49,0.56,109
2018,Tamil Nadu,Viluppuram,Malaria,31.1,81.2,173.5,0.67,0.52,85
2018,Tamil Nadu,Virudhunagar,Chikungunya,30.9,64.6,87.4,0.37,0.52,69
2019,Tamil Nadu,Ariyalur,Leptospirosis,26.2,82.3,173.9,0.63,0.5,90
2019,Tamil Nadu,Chengalpattu,Influenza,33.2,62.5,115.6,0.31,0.46,73
2019,Tamil Nadu,Chennai,Dengue,35.3,64.1,190.5,0.67,0.67,178
2019,Tamil Nadu,Coimbatore,Influenza,35.9,73.1,127.2,0.5,0.8,185
2019,Tamil Nadu,Cuddalore,Typhoid,28.9,61.8,149.3,0.34,0.43,114
2019,Tamil Nadu,Dharmapuri,Chikungunya,29.5,79.6,101.3,0.46,0.59,51
2019,Tamil Nadu,Dindigul,Typhoid,32.5,60.5,81.6,0.42,0.47,125
2019,Tamil Nadu,Erode,Chikungunya,34.2,60.4,176.0,0.44,0.71,159
2019,Tamil Nadu,Kallakurichi,Chikungunya,31.2,68.1,83.4,0.41,0.79,95
2019,Tamil Nadu,Kancheepuram,Chikungunya,35.6,79.9,166.5,0.41,0.52,86
2019,Tamil Nadu,Kanyakumari,Dengue,31.8,74.8,186.2,0.46,0.77,121
2019,Tamil Nadu,Karur,Influenza,27.4,71.7,185.4,0.56,0.52,194
2019,Tamil Nadu,Krishnagiri,Chikungunya,34.8,71.1,185.9,0.64,0.49,53
2019,Tamil Nadu,Madurai,Typhoid,33.5,66.4,173.4,0.34,0.59,40
2019,Tamil Nadu,Nagapattinam,Leptospirosis,35.4,76.1,165.1,0.43,0.6,24
2019,Tamil Nadu,Namakkal,Leptospirosis,31.8,69.5,129.4,0.48,0.73,184
2019,Tamil Nadu,Nilgiris,Leptospirosis,32.8,71.8,198.4,0.55,0.62,169
2019,Tamil Nadu,Perambalur,Influenza,33.6,79.7,121.5,0.54,0.67,76
2019,Tamil Nadu,Pudukkottai,Influenza,27.5,77.7,199.3,0.6,0.65,167
2019,Tamil Nadu,Ramanathapuram,Dengue,29.6,84.0,163.5,0.56,0.54,174
2019,Tamil Nadu,Ranipet,Influenza,31.1,76.9,85.1,0.5,0.79,138
2019,Tamil Nadu,Salem,Influenza,27.9,70.4,192.7,0.4,0.79,155
2019,Tamil Nadu,Sivagangai,Influenza,29.3,84.6,117.3,0.42,0.48,70
2019,Tamil Nadu,Tenkasi,Chikungunya,32.4,65.6,101.8,0.59,0.5,41
2019,Tamil Nadu,Thanjavur,Chikungunya,29.1,73.4,190.7,0.31,0.67,33
2019,Tamil Nadu,Theni,Influenza,30.0,81.0,124.8,0.42,0.8,63
2019,Tamil Nadu,Thoothukudi,Malaria,32.8,74.0,179.0,0.36,0.47,21
2019,Tamil Nadu,Tiruchirappalli,Dengue,34.0,83.4,185.7,0.62,0.55,79
2019,Tamil Nadu,Tirunelveli,Chikungunya,29.5,67.5,103.5,0.31,0.68,181
2019,Tamil Nadu,Tirupathur,Typhoid,26.5,64.6,104.6,0.68,0.52,120
2019,Tamil Nadu,Tiruppur,Chikungunya,30.1,63.6,148.4,0.48,0.63,180
2019,Tamil Nadu,Tiruvallur,Influenza,27.6,69.6,84.6,0.67,0.63,127
2019,Tamil Nadu,Tiruvannamalai,Leptospirosis,30.5,72.4,160.6,0.41,0.43,36
2019,Tamil Nadu,Tiruvarur,Dengue,34.9,76.9,199.9,0.6,0.47,161
2019,Tamil Nadu,Vellore,Malaria,26.6,72.1,128.8,0.34,0.49,100
2019,Tamil Nadu,Viluppuram,Influenza,35.8,63.7,133.9,0.47,0.44,131
2019,Tamil Nadu,Virudhunagar,Influenza,30.4,75.9,161.0,0.53,0.5,155
2020,Tamil Nadu,Ariyalur,Leptospirosis,30.8,81.0,142.0,0.35,0.57,81
2020,Tamil Nadu,Chengalpattu,Chikungunya,34.1,77.8,121.8,0.52,0.63,121
2020,Tamil Nadu,Chennai,Malaria,30.2,65.9,131.8,0.65,0.79,31
2020,Tamil Nadu,Coimbatore,Typhoid,26.1,61.7,100.6,0.57,0.53,84
2020,Tamil Nadu,Cuddalore,Influenza,29.9,63.5,177.5,0.49,0.74,114
2020,Tamil Nadu,Dharmapuri,Leptospirosis,34.7,78.7,133.5,0.46,0.45,130
2020,Tamil Nadu,Dindigul,Leptospirosis,29.5,69.8,161.5,0.49,0.71,196
2020,Tamil Nadu,Erode,Malaria,27.1,62.9,173.5,0.65,0.44,162
2020,Tamil Nadu,Kallakurichi,Chikungunya,29.5,83.2,140.4,0.3,0.42,145
2020,Tamil Nadu,Kancheepuram,Malaria,28.2,73.9,93.2,0.49,0.63,87
2020,Tamil Nadu,Kanyakumari,Typhoid,28.4,82.7,154.0,0.33,0.68,43
2020,Tamil Nadu,Karur,Leptospirosis,27.2,78.6,104.1,0.55,0.54,62
2020,Tamil Nadu,Krishnagiri,Typhoid,35.9,84.4,90.3,0.57,0.74,136
2020,Tamil Nadu,Madurai,Influenza,30.7,81.7,135.2,0.67,0.46,23
2020,Tamil Nadu,Nagapattinam,Chikungunya,35.3,73.2,186.1,0.56,0.49,154
2020,Tamil Nadu,Namakkal,Malaria,26.8,80.8,198.6,0.3,0.46,199
2020,Tamil Nadu,Nilgiris,Dengue,34.4,64.1,196.7,0.42,0.42,160
2020,Tamil Nadu,Perambalur,Dengue,31.9,61.4,82.9,0.62,0.6,80
2020,Tamil Nadu,Pudukkottai,Chikungunya,26.5,84.5,92.6,0.6,0.76,178
2020,Tamil Nadu,Ramanathapuram,Chikungunya,33.8,60.2,105.0,0.54,0.77,184
2020,Tamil Nadu,Ranipet,Typhoid,31.6,68.2,185.1,0.34,0.52,31
2020,Tamil Nadu,Salem,Typhoid,32.4,65.3,146.0,0.41,0.58,128
2020,Tamil Nadu,Sivagangai,Chikungunya,35.8,66.4,128.0,0.57,0.67,146
2020,Tamil Nadu,Tenkasi,Leptospirosis,33.6,65.3,180.6,0.42,0.42,193
2020,Tamil Nadu,Thanjavur,Chikungunya,34.0,81.2,194.8,0.35,0.63,163
2020,Tamil Nadu,Theni,Typhoid,29.0,61.2,182.8,0.36,0.48,189
2020,Tamil Nadu,Thoothukudi,Leptospirosis,33.1,74.5,138.9,0.33,0.77,135
2020,Tamil Nadu,Tiruchirappalli,Typhoid,32.9,77.1,86.3,0.54,0.56,54
2020,Tamil Nadu,Tirunelveli,Influenza,33.1,77.8,153.4,0.65,0.63,87
2020,Tamil Nadu,Tirupathur,Chikungunya,33.9,61.9,127.2,0.62,0.65,67
2020,Tamil Nadu,Tiruppur,Leptospirosis,32.2,73.3,168.2,0.31,0.55,193
2020,Tamil Nadu,Tiruvallur,Influenza,26.8,60.1,80.8,0.59,0.5,158
2020,Tamil Nadu,Tiruvannamalai,Leptospirosis,31.7,67.8,160.4,0.53,0.54,133
2020,Tamil Nadu,Tiruvarur,Leptospirosis,28.5,67.9,168.7,0.41,0.72,175
2020,Tamil Nadu,Vellore,Leptospirosis,35.3,77.3,195.8,0.52,0.63,63
2020,Tamil Nadu,Viluppuram,Typhoid,32.1,62.6,150.1,0.54,0.66,161
2020,Tamil Nadu,Virudhunagar,Dengue,29.0,63.7,124.3,0.67,0.74,199
2021,Tamil Nadu,Ariyalur,Chikungunya,28.3,68.9,110.0,0.37,0.45,123
2021,Tamil Nadu,Chengalpattu,Malaria,34.3,74.5,159.1,0.44,0.66,120
2021,Tamil Nadu,Chennai,Malaria,28.4,63.2,179.6,0.69,0.61,41
2021,Tamil Nadu,Coimbatore,Malaria,32.3,66.8,110.5,0.36,0.73,199
2021,Tamil Nadu,Cuddalore,Chikungunya,26.3,69.9,159.3,0.67,0.56,53
2021,Tamil Nadu,Dharmapuri,Leptospirosis,26.9,83.6,195.2,0.63,0.77,94
2021,Tamil Nadu,Dindigul,Malaria,31.1,79.1,133.0,0.46,0.78,168
2021,Tamil Nadu,Erode,Typhoid,26.0,81.9,192.3,0.66,0.53,141
2021,Tamil Nadu,Kallakurichi,Malaria,35.9,75.8,192.4,0.47,0.64,95
2021,Tamil Nadu,Kancheepuram,Leptospirosis,33.1,70.6,184.4,0.61,0.66,187
2021,Tamil Nadu,Kanyakumari,Dengue,35.8,75.1,143.8,0.57,0.5,170
2021,Tamil Nadu,Karur,Chikungunya,31.4,73.9,193.4,0.42,0.64,36
2021,Tamil Nadu,Krishnagiri,Influenza,32.0,71.6,86.9,0.43,0.73,102
2021,Tamil Nadu,Madurai,Leptospirosis,28.1,66.9,95.8,0.32,0.74,137
2021,Tamil Nadu,Nagapattinam,Malaria,30.9,84.4,153.9,0.62,0.67,45
2021,Tamil Nadu,Namakkal,Typhoid,34.6,69.4,152.0,0.59,0.76,195
2021,Tamil Nadu,Nilgiris,Malaria,31.1,78.4,130.3,0.64,0.53,31
2021,Tamil Nadu,Perambalur,Influenza,30.5,61.5,185.8,0.66,0.44,22
2021,Tamil Nadu,Pudukkottai,Typhoid,33.0,73.7,130.8,0.49,0.54,124
2021,Tamil Nadu,Ramanathapuram,Malaria,27.9,78.9,104.9,0.46,0.78,99
2021,Tamil Nadu,Ranipet,Dengue,35.0,79.4,125.9,0.36,0.52,181
2021,Tamil Nadu,Salem,Influenza,32.6,60.2,81.4,0.61,0.6,157
2021,Tamil Nadu,Sivagangai,Influenza,35.4,71.5,134.6,0.67,0.54,91
2021,Tamil Nadu,Tenkasi,Typhoid,33.4,81.2,132.1,0.53,0.63,171
2021,Tamil Nadu,Thanjavur,Chikungunya,26.6,70.7,162.4,0.58,0.48,117
2021,Tamil Nadu,Theni,Leptospirosis,35.3,79.3,117.8,0.54,0.62,174
2021,Tamil Nadu,Thoothukudi,Chikungunya,30.7,66.2,83.5,0.67,0.55,93
2021,Tamil Nadu,Tiruchirappalli,Dengue,26.2,73.0,144.8,0.37,0.59,156
2021,Tamil Nadu,Tirunelveli,Dengue,32.3,77.6,111.2,0.64,0.77,109
2021,Tamil Nadu,Tirupathur,Malaria,29.9,67.5,172.7,0.64,0.62,190
2021,Tamil Nadu,Tiruppur,Malaria,33.3,79.3,129.7,0.61,0.44,110
2021,Tamil Nadu,Tiruvallur,Leptospirosis,32.2,74.4,124.6,0.68,0.45,79
2021,Tamil Nadu,Tiruvannamalai,Leptospirosis,32.0,73.9,190.7,0.67,0.44,90
2021,Tamil Nadu,Tiruvarur,Influenza,27.1,67.6,83.1,0.62,0.56,131
2021,Tamil Nadu,Vellore,Malaria,33.4,61.2,162.6,0.45,0.59,99
2021,Tamil Nadu,Viluppuram,Leptospirosis,33.3,78.8,130.9,0.5,0.53,141
2021,Tamil Nadu,Virudhunagar,Malaria,27.8,80.0,181.0,0.5,0.67,113
2022,Tamil Nadu,Ariyalur,Dengue,28.9,75.5,175.7,0.57,0.59,39
2022,Tamil Nadu,Chengalpattu,Dengue,35.1,81.6,89.9,0.67,0.79,91
2022,Tamil Nadu,Chennai,Typhoid,30.9,62.8,142.7,0.69,0.67,87
2022,Tamil Nadu,Coimbatore,Malaria,33.0,60.9,166.5,0.59,0.73,150
2022,Tamil Nadu,Cuddalore,Influenza,27.1,68.4,107.9,0.64,0.44,144
2022,Tamil Nadu,Dharmapuri,Dengue,27.4,63.5,95.1,0.46,0.68,169
2022,Tamil Nadu,Dindigul,Dengue,32.7,76.9,82.8,0.53,0.61,144
2022,Tamil Nadu,Erode,Chikungunya,29.3,63.7,102.8,0.6,0.42,116
2022,Tamil Nadu,Kallakurichi,Leptospirosis,28.5,77.7,103.2,0.37,0.71,25
2022,Tamil Nadu,Kancheepuram,Chikungunya,27.0,62.2,110.5,0.61,0.59,90
2022,Tamil Nadu,Kanyakumari,Dengue,29.6,61.2,195.4,0.56,0.43,41
2022,Tamil Nadu,Karur,Dengue,26.6,68.3,125.0,0.62,0.69,57
2022,Tamil Nadu,Krishnagiri,Malaria,31.6,78.7,181.6,0.42,0.7,111
2022,Tamil Nadu,Madurai,Malaria,28.0,75.3,159.0,0.56,0.62,136
2022,Tamil Nadu,Nagapattinam,Leptospirosis,29.6,79.9,93.4,0.53,0.52,111
2022,Tamil Nadu,Namakkal,Typhoid,31.1,77.8,114.3,0.48,0.6,181
2022,Tamil Nadu,Nilgiris,Dengue,32.6,78.4,178.9,0.56,0.73,94
2022,Tamil Nadu,Perambalur,Influenza,27.6,62.7,149.9,0.38,0.67,177
2022,Tamil Nadu,Pudukkottai,Dengue,34.9,76.4,97.2,0.31,0.55,128
2022,Tamil Nadu,Ramanathapuram,Influenza,33.2,69.7,81.7,0.38,0.8,136
2022,Tamil Nadu,Ranipet,Chikungunya,35.3,78.7,80.4,0.58,0.68,83
2022,Tamil Nadu,Salem,Chikungunya,31.7,73.5,191.0,0.36,0.78,134
2022,Tamil Nadu,Sivagangai,Leptospirosis,35.8,69.0,141.8,0.38,0.55,164
2022,Tamil Nadu,Tenkasi,Leptospirosis,26.5,82.2,143.6,0.31,0.41,185
2022,Tamil Nadu,Thanjavur,Influenza,30.3,62.0,85.8,0.31,0.6,150
2022,Tamil Nadu,Theni,Influenza,26.7,77.9,136.0,0.64,0.49,168
2022,Tamil Nadu,Thoothukudi,Influenza,31.8,62.3,192.4,0.41,0.56,69
2022,Tamil Nadu,Tiruchirappalli,Chikungunya,26.0,83.5,122.0,0.58,0.47,80
2022,Tamil Nadu,Tirunelveli,Leptospirosis,35.7,60.7,91.9,0.45,0.73,103
2022,Tamil Nadu,Tirupathur,Influenza,29.7,60.8,181.6,0.57,0.62,114
2022,Tamil Nadu,Tiruppur,Leptospirosis,29.7,72.6,131.4,0.43,0.79,189
2022,Tamil Nadu,Tiruvallur,Malaria,35.0,69.2,111.8,0.41,0.69,119
2022,Tamil Nadu,Tiruvannamalai,Leptospirosis,33.8,74.7,155.0,0.55,0.55,151
2022,Tamil Nadu,Tiruvarur,Typhoid,35.9,60.1,173.6,0.59,0.59,60
2022,Tamil Nadu,Vellore,Malaria,35.5,68.7,159.8,0.59,0.54,134
2022,Tamil Nadu,Viluppuram,Leptospirosis,35.0,60.2,195.0,0.42,0.43,37
2022,Tamil Nadu,Virudhunagar,Influenza,35.8,62.5,145.9,0.62,0.73,135
2023,Tamil Nadu,Ariyalur,Leptospirosis,35.0,81.0,116.2,0.48,0.53,193
2023,Tamil Nadu,Chengalpattu,Malaria,32.7,61.0,124.7,0.49,0.43,55
2023,Tamil Nadu,Chennai,Malaria,26.5,77.9,98.4,0.57,0.5,30
2023,Tamil Nadu,Coimbatore,Malaria,27.8,60.6,134.2,0.55,0.4,153
2023,Tamil Nadu,Cuddalore,Malaria,34.8,77.7,175.0,0.5,0.53,178
2023,Tamil Nadu,Dharmapuri,Malaria,35.3,75.5,178.6,0.35,0.47,134
2023,Tamil Nadu,Dindigul,Chikungunya,32.1,80.6,144.6,0.41,0.65,63
2023,Tamil Nadu,Erode,Chikungunya,32.6,64.5,107.4,0.54,0.56,105
2023,Tamil Nadu,Kallakurichi,Chikungunya,27.2,67.7,102.9,0.44,0.73,130
2023,Tamil Nadu,Kancheepuram,Typhoid,26.5,64.6,117.7,0.68,0.73,123
2023,Tamil Nadu,Kanyakumari,Dengue,30.3,70.5,129.5,0.59,0.6,166
2023,Tamil Nadu,Karur,Influenza,33.9,63.1,125.3,0.37,0.8,182
2023,Tamil Nadu,Krishnagiri,Dengue,32.5,60.1,196.9,0.65,0.48,176
2023,Tamil Nadu,Madurai,Dengue,33.5,78.3,120.2,0.48,0.64,181
2023,Tamil Nadu,Nagapattinam,Influenza,30.4,76.8,106.8,0.55,0.7,152
2023,Tamil Nadu,Namakkal,Dengue,27.0,73.0,144.7,0.39,0.62,150
2023,Tamil Nadu,Nilgiris,Leptospirosis,26.2,67.7,136.1,0.44,0.64,62
2023,Tamil Nadu,Perambalur,Influenza,28.0,72.1,111.4,0.61,0.61,94
2023,Tamil Nadu,Pudukkottai,Leptospirosis,26.7,79.2,101.1,0.4,0.71,120
2023,Tamil Nadu,Ramanathapuram,Influenza,30.9,75.2,192.5,0.46,0.51,145
2023,Tamil Nadu,Ranipet,Leptospirosis,35.2,71.6,123.9,0.65,0.44,196
2023,Tamil Nadu,Salem,Malaria,33.1,61.4,178.5,0.4,0.54,122
2023,Tamil Nadu,Sivagangai,Typhoid,26.2,67.9,109.9,0.35,0.51,84
2023,Tamil Nadu,Tenkasi,Influenza,32.7,73.6,107.9,0.51,0.77,72
2023,Tamil Nadu,Thanjavur,Influenza,28.9,84.3,138.8,0.66,0.42,86
2023,Tamil Nadu,Theni,Malaria,34.3,83.7,176.5,0.63,0.59,80
2023,Tamil Nadu,Thoothukudi,Chikungunya,27.7,63.2,106.9,0.44,0.63,189
2023,Tamil Nadu,Tiruchirappalli,Leptospirosis,32.9,63.7,135.0,0.55,0.47,24
2023,Tamil Nadu,Tirunelveli,Typhoid,27.6,82.4,169.7,0.63,0.78,172
2023,Tamil Nadu,Tirupathur,Typhoid,27.9,71.2,150.6,0.52,0.64,171
2023,Tamil Nadu,Tiruppur,Leptospirosis,28.7,69.9,189.0,0.49,0.51,149
2023,Tamil Nadu,Tiruvallur,Chikungunya,35.9,82.3,133.5,0.4,0.44,135
2023,Tamil Nadu,Tiruvannamalai,Typhoid,29.2,60.1,84.7,0.56,0.42,31
2023,Tamil Nadu,Tiruvarur,Malaria,33.3,80.3,177.6,0.54,0.74,94
2023,Tamil Nadu,Vellore,Chikungunya,28.5,84.0,135.1,0.52,0.56,137
2023,Tamil Nadu,Viluppuram,Typhoid,27.7,71.6,183.5,0.62,0.62,153
2023,Tamil Nadu,Virudhunagar,Malaria,35.5,73.8,192.3,0.68,0.61,93
2024,Tamil Nadu,Ariyalur,Dengue,31.5,63.7,194.2,0.47,0.42,90
